Temps;Déplacement;Charge
(sec);(mm);(N)
0,00000;0,01315;33,67878
0,02000;0,01327;33,27992
0,04000;0,01375;32,91780
0,06000;0,01477;34,73581
0,08000;0,01614;38,09621
0,10000;0,01764;42,52858
0,12000;0,01943;48,96459
0,14000;0,02123;55,53829
0,16000;0,02308;62,70489
0,18000;0,02505;70,54994
0,20000;0,02697;78,18693
0,22000;0,02888;86,14612
0,24000;0,03079;94,51993
0,26000;0,03265;102,30002
0,28000;0,03450;109,49625
0,30000;0,03641;116,56426
0,32000;0,03821;123,58269
0,34000;0,04006;130,81407
0,36000;0,04179;136,79663
0,38000;0,04359;143,25323
0,40000;0,04532;149,21585
0,42000;0,04711;154,95828
0,44000;0,04879;160,57267
0,46000;0,05052;164,33388
0,48000;0,05226;146,01662
0,50000;0,05399;125,28308
0,52000;0,05566;112,50946
0,54000;0,05740;115,87628
0,56000;0,05901;122,91352
0,58000;0,06069;130,15651
0,60000;0,06242;137,07745
0,62000;0,06409;145,63121
0,64000;0,06583;153,45630
0,66000;0,06756;160,31682
0,68000;0,06918;167,10884
0,70000;0,07079;172,63297
0,72000;0,07246;178,33271
0,74000;0,07420;183,41051
0,76000;0,07587;189,29597
0,78000;0,07755;195,45623
0,80000;0,07922;200,77098
0,82000;0,08084;205,72187
0,84000;0,08245;210,51951
0,86000;0,08418;215,48353
0,88000;0,08586;220,91351
0,90000;0,08753;225,47967
0,92000;0,08921;229,82000
0,94000;0,09088;234,61103
0,96000;0,09249;238,83807
0,98000;0,09423;242,70506
1,00000;0,09590;246,37671
1,02000;0,09758;250,37713
1,04000;0,09925;254,43723
1,06000;0,10092;257,82934
1,08000;0,10254;260,17174
1,10000;0,10421;262,60768
1,12000;0,10589;265,65308
1,14000;0,10750;268,33862
1,16000;0,10918;270,27277
1,18000;0,11085;272,89763
1,20000;0,11252;275,11946
1,22000;0,11420;277,12672
1,24000;0,11587;278,95893
1,26000;0,11755;281,05667
1,28000;0,11928;283,14977
1,30000;0,12095;285,13642
1,32000;0,12257;286,91506
1,34000;0,12424;288,21779
1,36000;0,12592;289,25142
1,38000;0,12759;291,34760
1,40000;0,12926;292,57238
1,42000;0,13094;293,51355
1,44000;0,13255;295,29326
1,46000;0,13423;295,74807
1,48000;0,13590;296,52549
1,50000;0,13758;297,32927
1,52000;0,13931;298,04839
1,54000;0,14098;299,55751
1,56000;0,14260;300,92713
1,58000;0,14421;300,92704
1,60000;0,14595;301,70272
1,62000;0,14762;302,50933
1,64000;0,14929;303,00056
1,66000;0,15097;303,71305
1,68000;0,15264;304,81380
1,70000;0,15420;306,05833
1,72000;0,15587;305,98948
1,74000;0,15755;306,68187
1,76000;0,15922;307,64302
1,78000;0,16089;308,58296
1,80000;0,16263;309,14715
1,82000;0,16424;309,47982
1,84000;0,16592;310,32986
1,86000;0,16753;310,89424
1,88000;0,16920;311,70459
1,90000;0,17094;312,40063
1,92000;0,17261;313,13684
1,94000;0,17429;313,87729
1,96000;0,17590;315,38985
1,98000;0,17757;315,77018
2,00000;0,17919;316,05104
2,02000;0,18086;316,95578
2,04000;0,18260;317,91283
2,06000;0,18427;318,97936
2,08000;0,18589;319,69973
2,10000;0,18756;320,43355
2,12000;0,18923;321,23879
2,14000;0,19091;322,12606
2,16000;0,19258;322,94379
2,18000;0,19426;323,48970
2,20000;0,19593;324,84895
2,22000;0,19760;325,65973
2,24000;0,19928;326,50027
2,26000;0,20089;327,50883
2,28000;0,20257;328,11351
2,30000;0,20424;329,13703
2,32000;0,20592;330,76012
2,34000;0,20753;332,29946
2,36000;0,20926;333,12100
2,38000;0,21088;334,21426
2,40000;0,21255;335,19820
2,42000;0,21429;336,06454
2,44000;0,21590;337,35195
2,46000;0,21757;338,35038
2,48000;0,21931;339,57516
2,50000;0,22092;341,13878
2,52000;0,22260;342,31308
2,54000;0,22427;343,07425
2,56000;0,22588;343,54422
2,58000;0,22744;344,36260
2,60000;0,22917;345,81004
2,62000;0,23085;346,95079
2,64000;0,23252;348,05189
2,66000;0,23420;349,05383
2,68000;0,23587;349,57014
2,70000;0,23748;350,37464
2,72000;0,23916;351,47779
2,74000;0,24083;352,60362
2,76000;0,24251;353,86032
2,78000;0,24418;355,29786
2,80000;0,24585;355,59901
2,82000;0,24747;356,20893
2,84000;0,24908;356,72009
2,86000;0,25076;357,78768
2,88000;0,25243;358,58436
2,90000;0,25411;359,96300
2,92000;0,25584;361,32908
2,94000;0,25751;362,30558
2,96000;0,25913;363,21471
2,98000;0,26080;363,89898
3,00000;0,26242;364,38629
3,02000;0,26409;364,42466
3,04000;0,26582;365,36129
3,06000;0,26750;366,81176
3,08000;0,26917;367,54650
3,10000;0,27079;368,35712
3,12000;0,27246;369,27552
3,14000;0,27413;369,45953
3,16000;0,27581;370,16612
3,18000;0,27754;371,09652
3,20000;0,27916;372,40461
3,22000;0,28083;372,99234
3,24000;0,28251;373,66694
3,26000;0,28418;374,23263
3,28000;0,28579;374,93212
3,30000;0,28747;376,02941
3,32000;0,28926;377,34006
3,34000;0,29088;378,52784
3,36000;0,29255;379,10214
3,38000;0,29422;380,45901
3,40000;0,29590;381,08567
3,42000;0,29757;381,68696
3,44000;0,29925;382,77493
3,46000;0,30080;383,83382
3,48000;0,30230;383,95815
3,50000;0,30421;385,12980
3,52000;0,30588;386,59943
3,54000;0,30756;388,47986
3,56000;0,30923;389,24019
3,58000;0,31085;389,75400
3,60000;0,31246;390,45799
3,62000;0,31419;391,46952
3,64000;0,31587;392,22157
3,66000;0,31754;393,31457
3,68000;0,31922;393,43787
3,70000;0,32083;394,31839
3,72000;0,32250;395,38336
3,74000;0,32412;396,02243
3,76000;0,32579;396,78365
3,78000;0,32753;397,99600
3,80000;0,32920;399,34642
3,82000;0,33088;400,31220
3,84000;0,33249;401,09251
3,86000;0,33422;402,00651
3,88000;0,33578;402,88172
3,90000;0,33745;403,49257
3,92000;0,33931;404,73859
3,94000;0,34098;406,95220
3,96000;0,34253;408,03575
3,98000;0,34421;408,23766
4,00000;0,34588;409,18905
4,02000;0,34756;409,73932
4,04000;0,34923;410,86441
4,06000;0,35096;411,88812
4,08000;0,35252;413,20338
4,10000;0,35419;414,72819
4,12000;0,35587;415,45322
4,14000;0,35748;416,42096
4,16000;0,35910;418,27806
4,18000;0,36083;419,90187
4,20000;0,36256;421,05839
4,22000;0,36418;422,86781
4,24000;0,36585;424,21659
4,26000;0,36753;425,35998
4,28000;0,36920;426,25507
4,30000;0,37087;426,97205
4,32000;0,37249;428,70096
4,34000;0,37416;430,13818
4,36000;0,37584;431,40622
4,38000;0,37745;432,96283
4,40000;0,37924;434,90613
4,42000;0,38092;437,87681
4,44000;0,38259;440,14389
4,46000;0,38415;441,41761
4,48000;0,38588;442,20379
4,50000;0,38756;444,22923
4,52000;0,38917;446,04172
4,54000;0,39084;448,06474
4,56000;0,39252;449,77181
4,58000;0,39419;451,75161
4,60000;0,39581;453,58785
4,62000;0,39754;455,75988
4,64000;0,39915;458,47655
4,66000;0,40083;461,23951
4,68000;0,40256;463,76586
4,70000;0,40424;465,87368
4,72000;0,40573;468,60743
4,74000;0,40753;472,09901
4,76000;0,40926;475,67827
4,78000;0,41087;478,94260
