Temps;Déplacement;Charge
(sec);(mm);(N)
0,00000;-32,70958;52,80232
0,02000;-32,70952;52,63995
0,04000;-32,70904;53,19424
0,06000;-32,70809;55,75364
0,08000;-32,70671;59,72839
0,10000;-32,70510;65,91949
0,12000;-32,70336;73,73271
0,14000;-32,70163;82,20755
0,16000;-32,69971;90,14651
0,18000;-32,69780;98,59436
0,20000;-32,69583;108,03964
0,22000;-32,69386;117,01857
0,24000;-32,69188;126,18583
0,26000;-32,69003;135,83906
0,28000;-32,68818;145,41360
0,30000;-32,68632;155,27454
0,32000;-32,68447;165,30040
0,34000;-32,68267;175,24022
0,36000;-32,68088;185,19419
0,38000;-32,67915;195,48449
0,40000;-32,67735;204,65038
0,42000;-32,67556;214,91204
0,44000;-32,67389;225,33771
0,46000;-32,67215;235,53425
0,48000;-32,67042;246,19058
0,50000;-32,66868;256,88824
0,52000;-32,66695;266,77789
0,54000;-32,66528;276,39046
0,56000;-32,66354;286,27007
0,58000;-32,66187;296,27336
0,60000;-32,66025;306,14727
0,62000;-32,65858;315,69214
0,64000;-32,65691;324,64780
0,66000;-32,65517;333,40405
0,68000;-32,65350;342,00628
0,70000;-32,65189;350,86237
0,72000;-32,65021;359,84467
0,74000;-32,64854;369,56035
0,76000;-32,64686;379,21255
0,78000;-32,64519;388,34445
0,80000;-32,64345;397,59530
0,82000;-32,64178;406,77306
0,84000;-32,64016;416,07092
0,86000;-32,63849;424,68891
0,88000;-32,63688;433,46556
0,90000;-32,63514;442,01300
0,92000;-32,63347;450,04906
0,94000;-32,63179;458,55613
0,96000;-32,63012;466,48448
0,98000;-32,62850;474,15644
1,00000;-32,62689;481,01447
1,02000;-32,62516;487,54131
1,04000;-32,62342;494,07976
1,06000;-32,62175;500,22076
1,08000;-32,62008;505,32604
1,10000;-32,61840;508,93538
1,12000;-32,61679;512,37065
1,14000;-32,61511;515,48718
1,16000;-32,61344;518,50826
1,18000;-32,61176;521,03936
1,20000;-32,61009;523,09991
1,22000;-32,60842;525,51408
1,24000;-32,60674;528,04439
1,26000;-32,60513;530,27994
1,28000;-32,60345;532,46380
1,30000;-32,60184;535,02936
1,32000;-32,60011;537,74104
1,34000;-32,59837;540,66889
1,36000;-32,59676;543,09024
1,38000;-32,59508;546,00011
1,40000;-32,59341;548,70532
1,42000;-32,59174;551,60308
1,44000;-32,59006;554,38899
1,46000;-32,58839;557,18198
1,48000;-32,58671;560,68092
1,50000;-32,58510;564,37459
1,52000;-32,58343;567,83073
1,54000;-32,58175;571,49674
1,56000;-32,58008;575,29910
1,58000;-32,57846;578,39821
1,60000;-32,57673;581,67465
1,62000;-32,57511;585,02387
1,64000;-32,57338;588,26269
1,66000;-32,57171;591,74490
1,68000;-32,57009;595,29431
1,70000;-32,56836;598,08199
1,72000;-32,56668;601,10921
1,74000;-32,56501;604,27370
1,76000;-32,56334;607,11312
1,78000;-32,56166;610,54113
1,80000;-32,55999;614,00160
1,82000;-32,55837;617,62710
1,84000;-32,55664;620,77260
1,86000;-32,55502;623,53807
1,88000;-32,55341;625,88113
1,90000;-32,55174;628,29209
1,92000;-32,55006;631,19051
1,94000;-32,54839;635,17834
1,96000;-32,54677;639,02866
1,98000;-32,54504;641,82235
2,00000;-32,54343;644,70423
2,02000;-32,54175;647,10733
2,04000;-32,54008;650,02842
2,06000;-32,53840;652,45680
2,08000;-32,53673;654,26524
2,10000;-32,53500;656,21571
2,12000;-32,53344;658,01716
2,14000;-32,53183;658,87799
2,16000;-32,53009;660,69821
2,18000;-32,52842;662,20663
2,20000;-32,52675;662,67001
2,22000;-32,52501;662,91415
2,24000;-32,52340;663,25339
2,26000;-32,52172;662,82135
