Temps;Déplacement;Charge
(sec);(mm);(N)
0,00000;0,01268;38,67560
0,02000;0,01279;38,21975
0,04000;0,01327;38,21958
0,06000;0,01429;39,11578
0,08000;0,01561;42,09303
0,10000;0,01722;47,57183
0,12000;0,01889;53,67153
0,14000;0,02075;59,97763
0,16000;0,02260;66,99237
0,18000;0,02457;74,69240
0,20000;0,02655;81,64863
0,22000;0,02852;88,64120
0,24000;0,03043;95,06609
0,26000;0,03229;101,39974
0,28000;0,03414;107,09829
0,30000;0,03587;112,84684
0,32000;0,03773;119,01669
0,34000;0,03958;124,73620
0,36000;0,04137;130,00924
0,38000;0,04311;134,81471
0,40000;0,04478;139,55652
0,42000;0,04652;143,43139
0,44000;0,04831;148,20816
0,46000;0,05004;153,12522
0,48000;0,05178;157,41767
0,50000;0,05351;162,03114
0,52000;0,05513;165,89392
0,54000;0,05686;169,58502
0,56000;0,05853;173,37801
0,58000;0,06021;177,52396
0,60000;0,06194;181,80215
0,62000;0,06368;186,17976
0,64000;0,06529;190,71077
0,66000;0,06696;194,83938
0,68000;0,06864;198,41399
0,70000;0,07037;202,30238
0,72000;0,07205;206,56602
0,74000;0,07372;210,90657
0,76000;0,07539;214,48089
0,78000;0,07707;219,37261
0,80000;0,07874;224,00504
0,82000;0,08042;228,40139
0,84000;0,08209;232,94454
0,86000;0,08377;236,97694
0,88000;0,08550;241,39371
0,90000;0,08711;245,98902
0,92000;0,08879;250,68824
0,94000;0,09046;255,39170
0,96000;0,09208;259,61217
0,98000;0,09375;263,50839
1,00000;0,09542;267,46807
1,02000;0,09710;272,14936
1,04000;0,09877;276,27752
1,06000;0,10045;280,09471
1,08000;0,10212;284,74883
1,10000;0,10373;289,22234
1,12000;0,10541;293,40095
1,14000;0,10702;297,27460
1,16000;0,10870;301,36586
1,18000;0,11043;306,12759
1,20000;0,11211;310,57610
1,22000;0,11378;314,87991
1,24000;0,11545;319,52427
1,26000;0,11707;324,17143
1,28000;0,11874;328,46835
1,30000;0,12048;333,27311
1,32000;0,12215;338,21750
1,34000;0,12382;342,53213
1,36000;0,12550;346,27067
1,38000;0,12711;350,20206
1,40000;0,12867;352,24280
1,42000;0,13034;334,78513
1,44000;0,13202;312,54492
1,46000;0,13369;297,38541
1,48000;0,13536;302,59313
1,50000;0,13704;313,15561
1,52000;0,13859;319,99983
1,54000;0,14027;328,81335
1,56000;0,14194;334,36129
1,58000;0,14361;343,28317
1,60000;0,14529;350,09682
1,62000;0,14702;357,40852
1,64000;0,14864;363,92524
1,66000;0,15031;369,61327
1,68000;0,15198;376,23434
1,70000;0,15360;382,72229
1,72000;0,15527;389,92476
1,74000;0,15701;396,19775
1,76000;0,15868;402,75543
1,78000;0,16030;408,53759
1,80000;0,16197;413,90136
1,82000;0,16358;420,01531
1,84000;0,16526;426,16106
1,86000;0,16699;432,45316
1,88000;0,16867;438,92758
1,90000;0,17034;444,48026
1,92000;0,17201;450,24962
1,94000;0,17369;456,37703
1,96000;0,17530;462,02904
1,98000;0,17704;467,85772
2,00000;0,17871;473,71020
2,02000;0,18033;479,78726
2,04000;0,18200;486,25921
2,06000;0,18367;491,63210
2,08000;0,18535;497,10874
2,10000;0,18702;503,29911
2,12000;0,18870;509,30893
2,14000;0,19031;514,74790
2,16000;0,19198;520,51716
2,18000;0,19372;525,84526
2,20000;0,19539;531,93830
2,22000;0,19707;537,68447
2,24000;0,19874;543,79138
2,26000;0,20035;549,45899
2,28000;0,20203;555,07771
2,30000;0,20370;560,55635
2,32000;0,20544;565,72547
2,34000;0,20711;570,97981
2,36000;0,20878;576,52951
2,38000;0,21040;582,06236
2,40000;0,21201;586,99255
2,42000;0,21363;591,20320
2,44000;0,21536;595,83276
2,46000;0,21704;601,55285
2,48000;0,21871;606,74185
2,50000;0,22044;611,80894
2,52000;0,22206;616,63110
2,54000;0,22367;621,91747
2,56000;0,22541;626,73474
2,58000;0,22708;631,31885
2,60000;0,22875;635,66086
2,62000;0,23049;640,52669
2,64000;0,23210;645,59630
2,66000;0,23372;649,65929
2,68000;0,23539;653,28339
2,70000;0,23707;657,34237
2,72000;0,23868;661,79670
2,74000;0,24035;666,02118
2,76000;0,24209;670,74834
2,78000;0,24364;675,37054
2,80000;0,24532;679,08010
2,82000;0,24705;682,89158
2,84000;0,24872;686,27219
2,86000;0,25046;691,01425
2,88000;0,25213;695,90299
2,90000;0,25375;700,15001
2,92000;0,25542;703,64238
2,94000;0,25709;706,96003
2,96000;0,25877;710,43237
2,98000;0,26038;714,10304
3,00000;0,26200;719,04892
3,02000;0,26379;723,12034
3,04000;0,26541;727,18761
3,06000;0,26708;730,97055
3,08000;0,26881;734,59861
3,10000;0,27043;738,59268
3,12000;0,27210;741,86195
3,14000;0,27378;745,42635
3,16000;0,27539;748,85818
3,18000;0,27706;752,51535
3,20000;0,27880;756,68450
3,22000;0,28047;760,58041
3,24000;0,28209;763,49722
3,26000;0,28376;767,46689
3,28000;0,28532;771,58110
3,30000;0,28711;775,89336
3,32000;0,28872;780,06741
3,34000;0,29040;783,66604
3,36000;0,29207;786,86569
3,38000;0,29381;791,12714
3,40000;0,29536;794,71571
3,42000;0,29697;797,36207
3,44000;0,29865;800,99758
3,46000;0,30044;805,58844
3,48000;0,30212;809,99034
3,50000;0,30385;814,34296
3,52000;0,30546;817,61228
3,54000;0,30708;820,78883
3,56000;0,30869;823,86127
3,58000;0,31037;827,02339
3,60000;0,31204;830,52116
3,62000;0,31378;834,57045
3,64000;0,31539;838,42427
3,66000;0,31706;842,21205
3,68000;0,31874;845,29407
3,70000;0,32023;848,10704
3,72000;0,32209;851,68304
3,74000;0,32376;855,28530
3,76000;0,32549;859,58960
