Temps;Déplacement;Charge
(sec);(mm);(N)
0,00000;0,06912;22,57089
0,02000;0,06906;22,31019
0,04000;0,06942;21,62834
0,06000;0,06983;21,51854
0,08000;0,07067;22,48912
0,10000;0,07199;24,80395
0,12000;0,07348;27,90793
0,14000;0,07516;32,01223
0,16000;0,07689;36,41793
0,18000;0,07868;40,45934
0,20000;0,08048;43,78694
0,22000;0,08233;46,50540
0,24000;0,08418;49,58399
0,26000;0,08604;52,90471
0,28000;0,08789;55,73222
0,30000;0,08974;57,99810
0,32000;0,09154;60,29592
0,34000;0,09339;63,48524
0,36000;0,09513;65,65641
0,38000;0,09692;68,36660
0,40000;0,09871;71,24247
0,42000;0,10045;74,51745
0,44000;0,10212;78,10474
0,46000;0,10385;80,90445
0,48000;0,10559;83,64232
0,50000;0,10732;86,62636
0,52000;0,10900;89,27869
0,54000;0,11073;92,90508
0,56000;0,11234;96,90063
0,58000;0,11402;100,37782
0,60000;0,11575;103,83513
0,62000;0,11749;105,93374
0,64000;0,11916;109,26437
0,66000;0,12083;113,71812
0,68000;0,12251;117,63958
0,70000;0,12412;121,60897
0,72000;0,12580;124,54547
0,74000;0,12747;128,16361
0,76000;0,12915;132,46184
0,78000;0,13088;136,95984
0,80000;0,13255;142,00557
0,82000;0,13417;145,77551
0,84000;0,13584;149,57591
0,86000;0,13752;153,94939
0,88000;0,13919;158,31793
0,90000;0,14092;163,09764
0,92000;0,14260;168,75684
0,94000;0,14421;174,68078
0,96000;0,14583;180,15762
0,98000;0,14750;186,26557
1,00000;0,14917;192,82148
1,02000;0,15085;200,14688
1,04000;0,15252;207,07226
1,06000;0,15414;212,65678
1,08000;0,15581;218,41081
1,10000;0,15749;225,00744
1,12000;0,15916;231,85872
1,14000;0,16083;238,12463
1,16000;0,16251;244,48736
1,18000;0,16418;251,37982
1,20000;0,16580;258,95215
1,22000;0,16753;265,38949
1,24000;0,16920;272,39402
1,26000;0,17082;279,48914
1,28000;0,17249;285,23318
1,30000;0,17417;291,04920
1,32000;0,17578;296,94748
1,34000;0,17746;303,40976
1,36000;0,17919;309,08182
1,38000;0,18086;314,65997
1,40000;0,18254;320,16963
1,42000;0,18421;326,51997
1,44000;0,18583;332,35499
1,46000;0,18750;338,88905
1,48000;0,18917;345,45478
1,50000;0,19091;351,95262
1,52000;0,19258;358,67020
1,54000;0,19426;364,36184
1,56000;0,19587;369,85730
1,58000;0,19748;375,30863
1,60000;0,19916;381,11745
1,62000;0,20083;387,36654
1,64000;0,20251;394,36086
1,66000;0,20418;401,59728
1,68000;0,20586;409,27473
1,70000;0,20747;417,19154
1,72000;0,20914;424,57990
1,74000;0,21082;431,54783
1,76000;0,21249;438,56362
1,78000;0,21417;445,43929
1,80000;0,21584;452,88745
1,82000;0,21745;459,80490
1,84000;0,21907;466,45431
1,86000;0,22080;473,73525
1,88000;0,22248;480,64780
1,90000;0,22415;487,59505
1,92000;0,22582;494,65541
1,94000;0,22750;502,27465
1,96000;0,22911;509,69692
1,98000;0,23079;516,73325
2,00000;0,23246;523,87477
2,02000;0,23414;531,38747
2,04000;0,23587;538,62617
2,06000;0,23748;546,07862
2,08000;0,23916;553,31481
2,10000;0,24083;560,20594
2,12000;0,24251;567,13168
