Temps;Déplacement;Charge
(sec);(mm);(N)
0,00000;-0,00717;19,68247
0,02000;-0,00717;19,60386
0,04000;-0,00688;19,38537
0,06000;-0,00646;19,13569
0,08000;-0,00556;20,23985
0,10000;-0,00430;21,74727
0,12000;-0,00281;23,89332
0,14000;-0,00120;26,77146
0,16000;0,00060;29,52988
0,18000;0,00233;32,28089
0,20000;0,00413;35,22966
0,22000;0,00598;37,67348
0,24000;0,00783;40,30515
0,26000;0,00969;42,63715
0,28000;0,01154;45,33454
0,30000;0,01327;48,39356
0,32000;0,01519;51,07789
0,34000;0,01698;54,24175
0,36000;0,01871;57,06919
0,38000;0,02051;58,84573
0,40000;0,02230;61,65705
0,42000;0,02404;64,64799
0,44000;0,02583;67,29994
0,46000;0,02762;69,86333
0,48000;0,02936;71,85048
0,50000;0,03109;73,37673
0,52000;0,03276;74,35982
0,54000;0,03438;75,29134
0,56000;0,03611;76,48041
0,58000;0,03779;77,98087
0,60000;0,03946;78,73955
0,62000;0,04119;79,83475
0,64000;0,04287;80,54502
0,66000;0,04448;80,86746
0,68000;0,04610;81,65069
0,70000;0,04783;84,15048
0,72000;0,04951;88,72637
0,74000;0,05124;94,79533
0,76000;0,05291;101,60885
0,78000;0,05453;107,65139
0,80000;0,05620;114,34673
0,82000;0,05782;120,28810
0,84000;0,05949;126,08058
0,86000;0,06116;132,48478
0,88000;0,06284;139,10399
0,90000;0,06451;144,58998
0,92000;0,06619;150,43172
0,94000;0,06786;156,25077
0,96000;0,06954;162,48169
0,98000;0,07121;168,28685
1,00000;0,07288;174,49763
1,02000;0,07462;180,27619
1,04000;0,07623;186,35570
1,06000;0,07791;192,19058
1,08000;0,07958;198,57401
1,10000;0,08119;203,78742
1,12000;0,08293;210,35878
1,14000;0,08460;216,72626
1,16000;0,08628;223,03779
1,18000;0,08795;229,65386
1,20000;0,08962;235,55665
1,22000;0,09124;241,49318
1,24000;0,09291;247,43215
1,26000;0,09465;253,41790
1,28000;0,09632;259,99602
1,30000;0,09794;266,54967
1,32000;0,09961;272,50075
1,34000;0,10128;277,48127
1,36000;0,10290;283,41613
1,38000;0,10457;288,85370
1,40000;0,10625;293,31411
1,42000;0,10786;298,92428
1,44000;0,10959;303,74688
1,46000;0,11127;307,55638
1,48000;0,11294;311,53343
1,50000;0,11456;315,11486
1,52000;0,11629;318,32536
1,54000;0,11790;321,46671
1,56000;0,11958;323,80791
1,58000;0,12125;324,72741
1,60000;0,12293;326,89834
1,62000;0,12460;328,28567
1,64000;0,12616;329,77299
1,66000;0,12789;331,13009
1,68000;0,12962;332,49427
1,70000;0,13124;334,55829
1,72000;0,13291;336,26319
1,74000;0,13459;336,50449
1,76000;0,13632;336,72571
1,78000;0,13793;337,90658
1,80000;0,13955;338,52002
1,82000;0,14122;339,10214
1,84000;0,14290;340,26271
1,86000;0,14457;341,15557
1,88000;0,14625;341,89133
1,90000;0,14798;342,65891
1,92000;0,14953;343,28557
1,94000;0,15121;344,87639
1,96000;0,15288;346,22564
1,98000;0,15456;346,99431
2,00000;0,15623;347,42125
2,02000;0,15790;348,86671
2,04000;0,15952;350,30132
2,06000;0,16119;351,43150
2,08000;0,16281;352,72909
2,10000;0,16448;353,68227
2,12000;0,16621;355,57495
2,14000;0,16789;357,40146
2,16000;0,16956;358,50306
2,18000;0,17118;359,77617
2,20000;0,17285;360,99399
2,22000;0,17453;363,11271
2,24000;0,17620;365,17056
2,26000;0,17793;367,12184
2,28000;0,17961;369,24579
2,30000;0,18122;371,71782
2,32000;0,18290;374,19992
2,34000;0,18457;376,71211
2,36000;0,18618;379,01811
