# 
# This file is written by the ANSYS DesignXplorer add-in and contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: analisis chaleur
# Creation date: 29/10/2014 14:38:32
# 
# 29/10/2014 14:38:32
# The parameters defined in the project are:
# P1 - Mesh Element Size [m], P2 - Mesh Nodes, P3 - Mesh Elements
# 
# The following header line defines the name of the columns by reference to the parameters.
Name, P1, P2, P3
DP 0, 0, 15450, 1846
