Temps;Déplacement;Charge
(sec);(mm);(N)
0,00000;0,01279;42,60442
0,02000;0,01279;42,41308
0,04000;0,01315;42,68252
0,06000;0,01381;43,64529
0,08000;0,01489;46,68908
0,10000;0,01638;52,07396
0,12000;0,01812;58,73318
0,14000;0,01991;66,33854
0,16000;0,02182;73,84695
0,18000;0,02374;81,32894
0,20000;0,02559;89,41145
0,22000;0,02756;97,23461
0,24000;0,02948;105,66189
0,26000;0,03145;113,61573
0,28000;0,03336;121,79145
0,30000;0,03528;130,21516
0,32000;0,03707;137,93336
0,34000;0,03892;145,65680
0,36000;0,04078;153,51651
0,38000;0,04251;161,33265
0,40000;0,04436;168,67896
0,42000;0,04604;176,13373
0,44000;0,04777;182,78648
0,46000;0,04957;190,00072
0,48000;0,05124;197,35247
0,50000;0,05297;204,24118
0,52000;0,05477;210,43171
0,54000;0,05638;216,90794
0,56000;0,05812;222,69115
0,58000;0,05985;228,53082
0,60000;0,06152;234,09757
0,62000;0,06326;239,97426
0,64000;0,06493;246,15489
0,66000;0,06655;251,98432
0,68000;0,06822;257,54650
0,70000;0,06989;263,06037
0,72000;0,07157;269,24999
0,74000;0,07324;275,16715
0,76000;0,07492;281,02538
0,78000;0,07659;286,84738
0,80000;0,07820;293,28233
0,82000;0,07988;299,20954
0,84000;0,08155;305,24945
0,86000;0,08323;311,71946
0,88000;0,08490;317,83888
0,90000;0,08658;323,42407
0,92000;0,08819;329,88572
0,94000;0,08986;336,38331
0,96000;0,09154;342,21201
0,98000;0,09321;348,39753
1,00000;0,09489;354,88300
1,02000;0,09662;361,38941
1,04000;0,09823;368,84574
1,06000;0,09991;375,16803
1,08000;0,10158;381,09627
1,10000;0,10326;387,64467
1,12000;0,10499;394,64366
1,14000;0,10666;401,12906
1,16000;0,10828;408,11985
1,18000;0,10995;414,66220
1,20000;0,11163;421,17001
1,22000;0,11324;428,13933
1,24000;0,11492;435,02548
1,26000;0,11659;442,62339
1,28000;0,11826;449,68082
1,30000;0,11988;456,73721
1,32000;0,12155;464,37192
1,34000;0,12329;471,51740
1,36000;0,12496;479,22111
1,38000;0,12663;487,23412
1,40000;0,12831;494,57476
1,42000;0,12992;501,56317
1,44000;0,13160;508,30916
1,46000;0,13321;515,32551
1,48000;0,13489;523,25949
1,50000;0,13656;530,95319
1,52000;0,13823;538,29495
1,54000;0,13991;546,31145
1,56000;0,14152;553,93730
1,58000;0,14320;561,20339
1,60000;0,14487;568,81779
1,62000;0,14654;576,55047
1,64000;0,14822;584,49213
1,66000;0,14989;592,45648
1,68000;0,15151;600,32676
1,70000;0,15324;608,33688
1,72000;0,15485;615,29847
1,74000;0,15653;622,55180
1,76000;0,15820;630,09588
1,78000;0,15994;637,59792
1,80000;0,16155;645,03839
1,82000;0,16317;652,17968
1,84000;0,16484;659,28865
1,86000;0,16651;666,82706
1,88000;0,16825;674,83466
1,90000;0,16992;682,91030
1,92000;0,17160;691,28554
1,94000;0,17321;698,31330
1,96000;0,17494;705,80454
1,98000;0,17662;713,77470
2,00000;0,17829;721,58212
2,02000;0,17997;729,33645
2,04000;0,18164;736,97446
2,06000;0,18320;745,04814
2,08000;0,18487;752,71986
2,10000;0,18654;760,05473
2,12000;0,18822;767,37679
2,14000;0,18989;775,38262
2,16000;0,19157;782,99632
2,18000;0,19318;790,96146
2,20000;0,19479;799,27882
2,22000;0,19653;806,94063
2,24000;0,19820;814,56834
2,26000;0,19988;823,14499
2,28000;0,20155;831,57420
2,30000;0,20316;839,43270
2,32000;0,20484;847,05865
2,34000;0,20651;854,46257
2,36000;0,20813;862,13415
2,38000;0,20980;870,01324
2,40000;0,21154;878,44869
2,42000;0,21321;886,44624
2,44000;0,21476;894,03652
2,46000;0,21650;901,01808
2,48000;0,21811;908,66433
2,50000;0,21979;917,16321
2,52000;0,22158;925,36639
2,54000;0,22331;933,90867
2,56000;0,22487;942,57323
2,58000;0,22654;950,37697
2,60000;0,22822;957,36757
2,62000;0,22983;964,82690
2,64000;0,23145;972,74529
2,66000;0,23318;981,22843
2,68000;0,23491;989,67990
2,70000;0,23647;997,29141
2,72000;0,23820;1004,33733
2,74000;0,23988;1011,75765
2,76000;0,24149;1019,44190
2,78000;0,24310;1027,47399
2,80000;0,24490;1035,80821
2,82000;0,24657;1044,31584
2,84000;0,24825;1052,07711
2,86000;0,24992;1058,92457
2,88000;0,25153;1066,31313
2,90000;0,25321;1073,36389
2,92000;0,25488;1080,85535
2,94000;0,25650;1088,15515
2,96000;0,25817;1095,13309
2,98000;0,25985;1101,74716
3,00000;0,26152;1108,85929
3,02000;0,26319;1116,48161
3,04000;0,26487;1123,87268
3,06000;0,26648;1130,99813
3,08000;0,26810;1138,11409
3,10000;0,26983;1145,24085
3,12000;0,27150;1152,90415
3,14000;0,27318;1160,63636
3,16000;0,27485;1167,36218
3,18000;0,27629;1174,28247
3,20000;0,27814;1181,30669
3,22000;0,27987;1188,66116
3,24000;0,28155;1196,63151
3,26000;0,28322;1204,39781
3,28000;0,28490;1210,72959
3,30000;0,28657;1216,99478
3,32000;0,28819;1223,66734
3,34000;0,28986;1230,34753
3,36000;0,29159;1236,99699
3,38000;0,29327;1244,03480
3,40000;0,29494;1251,16659
3,42000;0,29668;1257,77116
3,44000;0,29823;1263,93437
3,46000;0,29984;1269,92930
3,48000;0,30152;1276,16394
3,50000;0,30325;1282,60013
3,52000;0,30493;1289,21513
3,54000;0,30660;1295,87278
3,56000;0,30821;1302,37499
3,58000;0,30983;1308,95395
3,60000;0,31150;1315,02291
3,62000;0,31312;1321,87437
3,64000;0,31497;1328,15503
3,66000;0,31665;1335,00583
3,68000;0,31832;1341,55899
3,70000;0,31993;1347,93883
3,72000;0,32155;1353,28034
3,74000;0,32322;1358,97547
3,76000;0,32490;1365,91662
3,78000;0,32657;1372,46456
3,80000;0,32830;1378,33925
3,82000;0,32992;1383,69463
3,84000;0,33159;1389,35447
3,86000;0,33327;1394,74133
3,88000;0,33494;1400,63036
3,90000;0,33656;1405,90593
3,92000;0,33823;1411,69000
3,94000;0,33990;1418,00446
3,96000;0,34158;1423,47999
3,98000;0,34325;1428,65311
4,00000;0,34493;1434,07071
